user_id,accuracy_mean,accuracy_std,avg_response_latency_mean,avg_response_latency_std,hint_rate_mean,hint_rate_std,completion_rate_mean,completion_rate_std
U0046,0.7532666666666668,0.021053804090155913,3.2754999999999996,0.8130418808400954,0.15545,0.02279971491049834,0.8997333333333333,0.026852312128877565
U0047,0.94715,0.02,5.738833333333333,0.5,0.0687,0.02,0.9115833333333333,0.02364270853067953
U0048,0.7977333333333334,0.025573554048404494,4.528833333333334,0.5,0.22203333333333333,0.02,0.9032833333333333,0.04238345982416569
U0049,0.7789166666666666,0.02,6.186833333333333,0.5,0.1769333333333333,0.02,0.9023166666666667,0.02448170064898817
U0050,0.8228333333333334,0.02,4.926333333333333,0.5,0.09128333333333333,0.021883913422115944,0.9013833333333334,0.02642978748811018
U0051,0.7610833333333332,0.03066368644939267,5.595,0.5,0.13976666666666668,0.024595988832870022,0.7748333333333334,0.02411196107052813
U0052,0.8764500000000001,0.030465570731565188,6.6255,0.6919701583160938,0.08743333333333332,0.02,0.8171833333333334,0.02
U0053,0.8643333333333333,0.02,6.195166666666666,0.5,0.16425,0.023591163599958356,0.8725166666666667,0.022968884750171635
U0054,0.8260833333333334,0.03591575791580438,5.281,0.5,0.19573333333333334,0.02,0.8403833333333334,0.02313356147822175
U0055,0.8249166666666667,0.021730569865207557,5.353666666666666,0.5569745655473566,0.11525,0.02,0.9511833333333333,0.024293160903156804
U0056,0.7778333333333333,0.027857039804449202,3.2253333333333334,0.5,0.15855,0.02,0.8504666666666667,0.026047853398440856
U0057,0.8772500000000001,0.02,6.4046666666666665,0.5,0.23736666666666664,0.02,0.8554666666666666,0.022494236298809235
U0058,0.7967333333333334,0.02,6.531666666666666,0.6638372290453939,0.11061666666666668,0.02,0.9930833333333333,0.02
U0059,0.8198666666666666,0.02750408454514827,5.926666666666667,0.5433951294101435,0.13911666666666667,0.02,0.90305,0.04423531394711697
U0060,0.7212166666666667,0.029489958743047894,3.093166666666667,0.5,0.08950000000000001,0.025768663139557703,0.8247,0.022978598738826503
U0061,0.7513,0.021943017112512144,5.239,0.7232681383829929,0.15248333333333333,0.02,0.8544,0.02
U0062,0.8380333333333333,0.02214612080402946,4.994833333333333,0.5,0.19193333333333332,0.020645354602589573,0.7989166666666666,0.022472331135569016
U0063,0.7990833333333334,0.03130082533523144,6.846166666666666,0.5248879562979767,0.04713333333333333,0.02,0.91965,0.02
U0064,0.7937500000000001,0.02,2.8731666666666666,0.5514451619759363,0.13471666666666668,0.02632796358753686,0.9141333333333334,0.02032404159281972
U0065,0.7932333333333333,0.02859724928496913,4.134666666666667,0.5,0.09743333333333333,0.02,0.8621,0.02
U0066,0.8798499999999999,0.02794643089913273,4.91,0.5,0.06696666666666666,0.021044112399116927,0.8800333333333333,0.022807425691354667
U0067,0.7878166666666667,0.02303401108505998,6.73,0.5,0.1929,0.02,0.8508,0.027939219745726593
U0068,0.9017333333333334,0.02,3.449666666666667,0.5,0.18356666666666666,0.02,0.9282333333333334,0.03513013900722093
U0069,0.8965166666666667,0.02200076513820981,7.041166666666666,0.5,0.17953333333333332,0.02,0.97565,0.02
U0070,0.7236333333333334,0.023052085950444196,4.704,0.5,0.17545,0.02,0.956,0.02383610706470336
U0071,0.8626,0.02899530996557891,6.9366666666666665,0.5,0.12081666666666667,0.02,0.8755166666666666,0.02
U0072,0.7775500000000001,0.02985610490335267,6.0485,0.5,0.17573333333333332,0.023625297176261432,0.9017,0.04779656891451518
U0073,0.87155,0.03597014039449946,7.456666666666667,0.5,0.24143333333333336,0.02,0.9195666666666668,0.02
U0074,0.8303833333333333,0.028786692527393035,6.882833333333333,0.6940661111642508,0.1223,0.024208097818705213,0.85685,0.029522381340264543
U0075,0.8854833333333333,0.02,5.782666666666667,0.5558307895993768,0.15591666666666668,0.02233655449407242,0.7908666666666667,0.026048006961506016
U0076,0.8973,0.022659214461229666,5.717333333333333,0.5,0.14071666666666666,0.02675162923387409,0.7966833333333333,0.030476378831263175
U0077,0.73495,0.02,5.095,0.5,0.15691666666666668,0.02,0.9689333333333333,0.02
U0078,0.8265833333333333,0.030912807486002725,7.4295,0.6085394810527909,0.12866666666666668,0.021244826821291498,0.9634333333333333,0.023234944946495254
U0079,0.8788166666666667,0.028574773256609842,3.904666666666667,0.5,0.17794999999999997,0.02,0.9761833333333333,0.02
U0080,0.8284166666666667,0.031907329356539164,5.958833333333334,0.7104993783717665,0.11171666666666667,0.02,0.8561666666666667,0.02
U0081,0.7423833333333333,0.02,5.9111666666666665,0.5,0.12706666666666666,0.02,0.8405166666666667,0.024118160515815976
U0082,0.8025166666666667,0.02906918758181361,5.4943333333333335,0.5615990265898497,0.15768333333333331,0.025383885964656135,0.9101166666666667,0.034944494082282375
U0083,0.8623,0.03125712718725127,2.9455000000000005,0.6410627894364169,0.2070833333333333,0.02,0.8758333333333334,0.021540535431290177
U0084,0.8217666666666666,0.020421230782366323,4.323166666666666,0.5092152459094942,0.26733333333333337,0.02081544298511724,0.91145,0.03400074999172814
U0085,0.9065833333333333,0.03523370072340783,5.517833333333333,0.5,0.0964,0.02,0.8845999999999999,0.023283556429377336
U0086,0.8915666666666667,0.02,6.482333333333333,0.6114957617732657,0.21371666666666667,0.02313503115767661,0.8208666666666667,0.02422417525255848
U0087,0.8786833333333334,0.02,8.181833333333334,0.6731839025605607,0.19226666666666667,0.02,0.9753333333333334,0.02
U0088,0.7183999999999999,0.03993279354114861,6.839666666666666,0.5447688194699348,0.14011666666666667,0.02,0.9029833333333332,0.02
U0089,0.8664999999999999,0.020964827688297313,7.041666666666667,0.5,0.18243333333333334,0.02,0.9038166666666667,0.023720237491784694
U0090,0.8049,0.02,6.786833333333334,0.8346665002662239,0.17653333333333332,0.02,0.859,0.02834028934220678
U0091,0.7435,0.034431555294525976,7.756666666666667,0.6780503422804732,0.15928333333333333,0.02,0.9813833333333334,0.02
U0092,0.9366166666666667,0.0281408185145114,5.579000000000001,0.5,0.0527,0.02,0.8414,0.025724851797435104
U0093,0.8658333333333333,0.02,6.0424999999999995,0.6645433770642816,0.16674999999999998,0.029032516253332228,0.8392166666666666,0.02
U0094,0.8014333333333333,0.03008053634273611,5.3453333333333335,0.5,0.12343333333333334,0.02,0.8180833333333334,0.02
U0095,0.7642166666666667,0.034285589781519986,6.179166666666667,0.5116265890927353,0.12586666666666665,0.02,0.92645,0.029728420745138817
U0096,0.8018833333333334,0.030943394556296914,8.293166666666666,0.5,0.16365,0.02246897861497045,0.8164166666666667,0.02
U0097,0.7521,0.0425254747181028,6.625,0.5,0.20423333333333335,0.02,0.8721833333333332,0.02
U0098,0.8079999999999999,0.027529402463547948,5.527333333333334,0.5,0.124,0.02,0.8799,0.02184060438724169
U0099,0.80755,0.02891862721499762,6.627,0.571211694558156,0.19126666666666667,0.02123428046029973,0.88735,0.02964670302074075
U0100,0.8378166666666665,0.02028540526256913,4.0975,0.535228829567317,0.12219999999999999,0.02,0.9376000000000001,0.029810937590085976
U0101,0.7505833333333333,0.025142904897140786,7.061333333333334,0.5,0.1363,0.02,0.91,0.026628255669495123
U0102,0.8188166666666666,0.026012259930015047,6.7476666666666665,0.5,0.23215,0.02,0.9097166666666667,0.02284499215729056
U0103,0.8217166666666667,0.02,6.215,0.5,0.17958333333333332,0.027020467550852394,0.8482166666666666,0.02
U0104,0.7217166666666667,0.028620231771714685,9.234833333333333,0.6353882015482077,0.25675,0.02747120310434182,0.9602166666666667,0.029336899404447402
U0105,0.88415,0.02,6.921666666666667,0.5,0.10713333333333334,0.02,0.9337833333333334,0.031842513510504614
U0106,0.7132000000000001,0.038903573100680586,4.182333333333333,0.5652729134379841,0.14765,0.02,0.8672333333333334,0.02
U0107,0.70295,0.02,6.368166666666667,0.6566912262750789,0.10383333333333333,0.02,0.8062,0.02
U0108,0.7890333333333334,0.022969690173501797,5.268,0.6898043200792527,0.14506666666666668,0.02,0.9610833333333333,0.02
U0109,0.9447,0.03248753607154596,6.668499999999999,0.5770479182875545,0.12801666666666667,0.02,0.9320333333333334,0.02
U0110,0.8561,0.026718458039340524,8.2565,0.5,0.12111666666666666,0.02,0.86185,0.031315219941747185
U0111,0.8154,0.023774608303818567,6.852666666666667,0.6261490770309153,0.09836666666666667,0.022987619856493766,0.9119833333333333,0.03162944303440493
U0112,0.8209333333333334,0.028320287192517446,3.77,0.8660614296919128,0.13986666666666667,0.02,0.8232833333333334,0.030643460422521914
U0113,0.9490166666666666,0.03732717062230496,6.636833333333333,0.6738653920974627,0.11948333333333333,0.02,0.8231666666666667,0.02
U0114,0.80285,0.027327916129847855,5.419666666666667,0.5,0.15990000000000001,0.02,0.8252166666666666,0.025877744620941497
U0115,0.7214166666666667,0.02883313487407619,7.757666666666666,0.5388137587948796,0.15103333333333332,0.02,0.8520500000000001,0.02
U0116,0.7899166666666667,0.03562215134809612,3.9323333333333337,0.5770523950792222,0.15671666666666667,0.02,0.8185166666666667,0.02787869556967591
U0117,0.85665,0.028309768632046445,6.2106666666666674,0.5,0.15898333333333334,0.025893737981733462,0.9280166666666666,0.04155119332421955
U0118,0.7926333333333333,0.027467046922934158,9.685833333333333,0.5564819553828019,0.19073333333333334,0.02,0.8494333333333334,0.024794811285159347
U0119,0.79205,0.03173709186425245,6.567166666666666,0.776337920410092,0.11245,0.02,0.8700333333333333,0.0219422575562923
U0120,0.6290166666666667,0.028815719089876384,6.725666666666666,0.5,0.20875,0.02,0.9703833333333334,0.02
U0121,0.8312333333333334,0.024574186999098628,7.9943333333333335,0.9533112118645548,0.11538333333333332,0.025585731700826276,0.7589666666666667,0.02
U0122,0.8570000000000001,0.028136595387502027,3.2675,0.5,0.04765,0.02,0.8770333333333333,0.02
U0123,0.9385666666666667,0.02,6.062166666666667,0.5,0.12585,0.02,0.8886,0.022973114721343342
U0124,0.8108333333333334,0.02058617659174878,5.426166666666667,0.5,0.1468,0.02,0.8264333333333332,0.027787599152619635
U0125,0.8224833333333333,0.041113862220261796,7.192333333333333,0.5356710433341215,0.14376666666666668,0.020814097786516387,0.83905,0.028444735892604125
U0126,0.9176333333333333,0.02,6.6098333333333334,0.5,0.1606,0.02,0.9291166666666667,0.02025294217309344
U0127,0.8485833333333334,0.02,5.1834999999999996,0.5,0.15268333333333334,0.022089130056809993,0.7994833333333333,0.02
U0128,0.76505,0.02,4.720833333333333,0.5,0.21314999999999998,0.02,0.8799,0.02
U0129,0.8756499999999999,0.03376878736348104,3.571,0.5554072379794847,0.09416666666666666,0.02,0.8516,0.029952829582528595
U0130,0.8946833333333334,0.02493258243076053,8.198666666666666,0.5,0.1298,0.02,0.9017166666666667,0.03165965360939163
U0131,0.87555,0.02,7.2331666666666665,0.5,0.11723333333333334,0.02,0.9580500000000001,0.0233278160143636
U0132,0.7728833333333333,0.02861897389262348,6.394333333333333,0.5,0.10998333333333332,0.02,0.8455,0.021870619561411595
U0133,0.7413833333333333,0.034532154098270026,3.0803333333333334,0.6679169609065686,0.014683333333333333,0.02,0.8680166666666667,0.02
U0134,0.8370833333333333,0.035826493920933226,6.4695,0.793232059362202,0.11343333333333333,0.02,0.8717666666666667,0.022539535635559754
U0135,0.7680333333333333,0.02080121791306138,5.9005,0.5,0.19745000000000001,0.02,0.8423333333333334,0.02789162359323435
U0136,0.81215,0.023000586949032405,7.354,0.5,0.15575,0.02,0.8411166666666666,0.02
U0137,0.7754833333333333,0.035557469913741944,5.9125000000000005,0.5,0.2316,0.020209997525977085,0.8959833333333332,0.023867334720631617
U0138,0.7586666666666666,0.02,5.832166666666667,0.5,0.18045,0.02,0.9344,0.03218738883475948
U0139,0.7994500000000001,0.026668839494811167,5.218333333333334,0.5499315108871894,0.15221666666666667,0.02156528846704041,0.8191166666666666,0.0353986110838641
U0140,0.7195833333333334,0.02197147393022749,7.513999999999999,0.5,0.13465000000000002,0.02,0.7700166666666667,0.025134312536185793
U0141,0.7775500000000001,0.028246114777080417,9.1685,0.5,0.09695,0.023594808751079124,0.8211166666666667,0.02
U0142,0.8647666666666667,0.02,4.8165000000000004,0.5,0.24805,0.02,0.9005,0.0247470402270655
U0143,0.7954500000000001,0.023523413867889132,5.417666666666666,0.6866945949013047,0.08008333333333333,0.02,0.7857333333333334,0.031475810818256365
U0144,0.7293166666666666,0.020393765387163445,6.741333333333333,0.5,0.17531666666666668,0.02476977324616973,0.8017,0.040093839925853934
U0145,0.91115,0.025103844327114502,6.954166666666667,0.5,0.1105,0.024351509193477103,0.8535333333333334,0.03314644274528818
U0146,0.8233333333333333,0.028213660993686548,5.948666666666667,0.5,0.0832,0.02,0.9464166666666666,0.029324966609813315
U0147,0.7870166666666667,0.02,5.656333333333333,0.5,0.15278333333333335,0.02,0.8054833333333334,0.025758060227172926
U0148,0.8831833333333333,0.02212359976736757,5.901666666666666,0.5965798074580354,0.1223,0.02,0.8661833333333333,0.04235730948333081
U0149,0.8239833333333334,0.02,4.162333333333334,0.5,0.18489999999999998,0.02274115212560702,0.7959833333333334,0.02
U0150,0.7731833333333333,0.02412860681155602,5.295833333333333,0.5,0.19720000000000001,0.02,0.9330833333333333,0.02
U0151,0.9057833333333334,0.02,6.797000000000001,0.5586379865351082,0.21355,0.02,0.8534833333333333,0.02067030881885094
U0152,0.8927666666666667,0.02,4.716333333333334,0.5,0.09851666666666666,0.021159623500116135,0.8770833333333333,0.022879634321087076
U0153,0.77535,0.020609779232199466,6.6626666666666665,0.5,0.15796666666666667,0.02,0.8516666666666667,0.02997483388889195
U0154,0.6752666666666666,0.03771862493075093,5.8795,0.6006965123920731,0.10123333333333333,0.02,0.8855166666666667,0.02
U0155,0.9188666666666667,0.03578595627710213,3.558,0.5438985199465062,0.18166666666666667,0.02446251554249208,0.8673666666666667,0.02
U0156,0.9282666666666666,0.024271107652240873,4.226666666666667,0.5647168021820022,0.19779999999999998,0.02,0.8966666666666666,0.024227229859533395
U0157,0.7994166666666667,0.024889067211662754,6.18,0.6599603018364059,0.19713333333333335,0.02174494577290702,0.9113166666666667,0.0258540841390034
U0158,0.7694833333333334,0.038771402691502733,6.416833333333333,0.594793549617568,0.02035,0.02,0.8630333333333334,0.02
U0159,0.8264333333333332,0.020556426407979254,6.872166666666668,0.6479624731932139,0.07643333333333334,0.02,0.8929666666666667,0.02377676737209388
U0160,0.7877166666666667,0.02320555249647521,8.546666666666667,0.5,0.09728333333333333,0.02713767983204656,0.84775,0.02770622673696291
U0161,0.9672000000000001,0.02,4.987,0.5,0.23621666666666666,0.02,0.8849166666666667,0.021683027156434307
U0162,0.7810333333333332,0.02,5.733333333333333,0.5,0.21265,0.02417368403864003,0.9302833333333332,0.025711819590738184
U0163,0.7879,0.020116958020535834,8.614833333333333,0.6544333172040276,0.17506666666666668,0.02,0.9158,0.027316954442250692
U0164,0.8859499999999999,0.029305886780645326,6.5665000000000004,0.5,0.11601666666666666,0.02,0.9482833333333334,0.02
U0165,0.8672,0.022578131012109957,5.162833333333333,0.5,0.15126666666666666,0.02,0.8770166666666667,0.02
U0166,0.8473999999999999,0.02,3.5988333333333333,0.6531540145070431,0.18596666666666664,0.02,0.89355,0.02
U0167,0.7623000000000001,0.022023714491429418,7.849666666666667,0.5123235956567554,0.14028333333333334,0.02,0.8333,0.027923037084099555
U0168,0.8419166666666666,0.02,6.195166666666666,0.9583488752362922,0.09743333333333333,0.02,0.8503666666666666,0.02
U0169,0.8140666666666667,0.025334377171477213,6.824666666666666,0.6627206550777384,0.14815,0.02,0.8400333333333333,0.02
U0170,0.7018,0.02307916809592582,3.9919999999999995,0.5144795428391683,0.17320000000000002,0.02362651053372037,0.8847666666666667,0.02
U0171,0.8141833333333334,0.02,7.595833333333334,0.5,0.2698,0.02049175443928606,0.8990666666666667,0.02
U0172,0.8898833333333332,0.02459857041916597,8.719166666666666,0.514412836801986,0.22855,0.02,0.7658333333333333,0.026266379017037524
U0173,0.6845833333333333,0.02,5.9656666666666665,0.5,0.2508833333333333,0.02,0.86205,0.021032046975984094
U0174,0.7964666666666668,0.03323357739796711,6.334499999999999,0.5654466376237461,0.11653333333333334,0.02,0.8621666666666666,0.02050138206723307
U0175,0.8028166666666667,0.02,6.9093333333333335,0.5,0.13520000000000001,0.02,0.9439166666666666,0.021063942334393806
U0176,0.7925833333333333,0.027362194112802198,4.444166666666667,0.5,0.20445,0.02,0.9051333333333332,0.027895782237941744
U0177,0.9430333333333333,0.036822800907408804,6.301166666666667,0.5,0.03666666666666667,0.02,0.9478333333333334,0.020558080325425974
U0178,0.7665500000000001,0.02,8.272333333333334,0.5,0.06845,0.02,0.8975833333333334,0.02097516785789008
U0179,0.8518833333333333,0.02792757896178376,6.655,0.5,0.13473333333333334,0.02,0.8291333333333334,0.02
U0180,0.7812333333333333,0.04093060794401504,4.612666666666667,0.5,0.13313333333333335,0.02,0.9210166666666666,0.02
U0181,0.7480666666666668,0.02,6.582000000000001,0.745252977182916,0.12415,0.02,0.8335666666666667,0.024331433715806074
U0182,0.8676333333333334,0.02,4.8005,0.5002522363768097,0.019483333333333335,0.02,0.7902,0.020442211230686343
U0183,0.8821,0.02617174048472894,6.708333333333333,0.5,0.17115,0.023008759201660567,0.8837833333333333,0.0241269489713612
U0184,0.7244666666666667,0.02,5.1445,0.5,0.10293333333333332,0.02,0.7677833333333334,0.03167253805217806
U0185,0.8678833333333333,0.020155834556442143,6.5808333333333335,0.5,0.1322,0.020508437288101693,0.8857499999999999,0.040881426100369815
U0186,0.73035,0.02,5.243833333333334,0.5,0.15761666666666665,0.02,0.8288166666666666,0.020273373342062865
U0187,0.8051666666666666,0.02,6.303333333333334,0.5,0.11621666666666668,0.024130761833532452,0.8999,0.030709607617161135
U0188,0.8257500000000001,0.022497088700540808,6.788666666666667,0.5,0.20268333333333333,0.02,0.9208833333333333,0.02799345756898682
U0189,0.81085,0.023851352162927775,8.068666666666667,0.6284685088901963,0.18523333333333333,0.02,0.87995,0.02292533533015385
U0190,0.8607999999999999,0.02,8.127833333333333,0.5,0.16695000000000002,0.02,0.8842666666666666,0.024293346139769738
U0191,0.8113833333333332,0.02332135644997234,7.676166666666667,0.5288914507407606,0.16951666666666668,0.02,0.9061166666666667,0.03382788297642443
U0192,0.7535666666666666,0.02,6.547666666666667,0.5,0.12480000000000001,0.02,0.9765833333333335,0.028776408161316196
U0193,0.8784666666666666,0.03274413942473779,4.4565,0.5759009463440741,0.08821666666666667,0.02,0.9038833333333334,0.02
U0194,0.7100666666666666,0.02,5.439166666666666,0.6997992331138028,0.2031666666666667,0.021758921541902457,0.8727166666666667,0.02624983174549245
U0195,0.8494333333333334,0.02,7.381333333333333,0.5291920886281904,0.20281666666666667,0.02,0.9532166666666667,0.029431304195816188
U0196,0.8666,0.02287391527482776,6.753,0.5,0.15338333333333334,0.02476355521056431,0.9412833333333334,0.02
U0197,0.7890333333333334,0.0307764628680209,5.6735,0.5,0.06636666666666667,0.022907087695005376,0.7939333333333334,0.029476747898414226
U0198,0.9263833333333333,0.02,6.368666666666667,0.5990952066797618,0.04103333333333333,0.02,0.9157333333333333,0.025281271065092144
U0199,0.87265,0.030145231795426622,3.0145,0.5,0.15378333333333333,0.02,0.8524166666666666,0.02
U0200,0.7272833333333333,0.03287013335334474,4.857333333333333,0.5,0.21294999999999997,0.020039935129635523,0.8588333333333334,0.021347755541664574
U0201,0.7624833333333333,0.02,4.899166666666667,0.6600604265267439,0.12383333333333334,0.02,0.8976999999999999,0.020491364034636656
U0202,0.7241166666666666,0.02,4.168666666666667,0.7845344266930969,0.10996666666666666,0.027302429684309543,0.8088500000000001,0.02382123002701581
U0203,0.8735499999999999,0.02,6.277,0.5808507553580352,0.13695,0.026300019011399976,0.755,0.022911132665147767
U0204,0.7744,0.025784026062661353,3.169166666666667,0.5,0.11886666666666668,0.030536382671604495,0.8610666666666668,0.02395534735015685
U0205,0.71995,0.03139915603961356,8.656166666666667,0.6505543533530972,0.18655,0.02,0.8905500000000001,0.02
U0206,0.9375,0.02195632027458153,3.7293333333333334,0.6458630401769919,0.2333333333333333,0.02,0.9043,0.02377965516991364
U0207,0.8050333333333333,0.02,7.670333333333333,0.5,0.14688333333333334,0.02,0.9047833333333334,0.02
U0208,0.84855,0.033348328293934026,6.4685,0.5,0.22726666666666664,0.025239624931180468,0.9134166666666667,0.028446751425543586
U0209,0.8395333333333334,0.02,6.358,0.6853836881630612,0.13455,0.020175802338444935,0.8548333333333334,0.02
U0210,0.8809333333333332,0.034830771835643634,5.549833333333333,0.7208856821068557,0.2642333333333333,0.02,0.8515999999999999,0.025457808232446096
U0211,0.8577833333333333,0.02503480909986467,4.5551666666666675,0.5,0.14993333333333334,0.02,0.8965833333333334,0.021602723593719994
U0212,0.7543500000000001,0.02168766930769648,5.297,0.5413176516612035,0.11311666666666666,0.02,0.8636666666666667,0.02887141608350147
U0213,0.8407,0.029059043342821823,7.597666666666666,0.5,0.0951,0.02,0.8966166666666666,0.029532518799903748
U0214,0.8333499999999999,0.020564605515302245,5.997666666666667,0.5,0.12466666666666666,0.021548333268878745,0.8015333333333333,0.020491233898100567
U0215,0.91315,0.02,5.405166666666666,0.5,0.12521666666666667,0.02,0.8772833333333333,0.03224794050271533
U0216,0.9071000000000001,0.024602764072355822,8.298666666666668,0.5258272213062632,0.11256666666666666,0.022136907341963257,0.9150499999999999,0.02
U0217,0.9003,0.022920820229651487,4.958166666666666,0.5644311886019998,0.127,0.02,0.8940666666666667,0.02
U0218,0.7943166666666667,0.02307599763101622,8.309666666666667,0.5241662586113943,0.1887,0.028890344407777477,0.8800166666666667,0.028214564796690846
U0219,0.7144166666666667,0.02042717960626643,8.5235,0.5,0.09721666666666667,0.02,0.91515,0.024458352356608135
U0220,0.8081333333333333,0.045197861306334665,6.430499999999999,0.5,0.15718333333333334,0.02,0.8974666666666667,0.020268662182459585
U0221,0.8254666666666667,0.025691762622807063,6.8566666666666665,0.5997941869230367,0.21195,0.02,0.9367,0.02017989098087498
U0222,0.9436333333333332,0.02,4.477333333333333,0.6100736567552042,0.1578,0.02,0.9116,0.02423452083289457
U0223,0.75395,0.02,5.965833333333333,0.5185693460538007,0.1556833333333333,0.02,0.8997833333333333,0.02
